,Name,Party,Start Date,End Date,Wikidata_ID,gender,birthday,twitter_username,twitter_numeric_user_id,subscriber_count,start_date,point_in_time,period,Location,Age,Seniority,Image_URL
73,Roald van der Linde,VVD,7 september 2017,31 maart 2021,Q122841334,male,+1968-11-22T00:00:00Z,RoaldLinde,RoaldLinde,4154.0,+2012-05-14T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
74,Helma Lodders,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1968-06-21T00:00:00Z,HelmaLodders,HelmaLodders,11118.0,+2009-08-17T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
75,Jan Middendorp,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1975-12-26T00:00:00Z,Jan_Middendorp,Jan_Middendorp,,+2010-04-25T00:00:00Z,+2023-04-10T00:00:00Z,2017_2021,,,,
76,Anne Mulder,VVD,23 maart 2017,17 september 2020,Q122841334,male,+1969-12-14T00:00:00Z,a_mulder,a_mulder,,+2010-03-30T00:00:00Z,+2020-03-21T00:00:00Z,2017_2021,,,,
77,Chantal Nijkerken-de Haan,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1973-09-18T00:00:00Z,cnijkerken,cnijkerken,1608.0,+2010-06-01T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
78,Foort van Oosten,VVD,23 maart 2017,19 februari 2019,Q122841334,male,+1977-06-25T00:00:00Z,foortvanoosten,foortvanoosten,3972.0,+2011-02-05T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
79,Kelly Regterschot,VVD,25 juni 2019,31 maart 2021,Q122841334,female,+1975-02-22T00:00:00Z,RegterschotK,RegterschotK,,+2014-01-09T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
80,Arno Rutte,VVD,23 maart 2017,12 oktober 2019,Q122841334,male,+1972-04-24T00:00:00Z,arnorutte,arnorutte,6135.0,+2009-06-22T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
81,Mark Rutte,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1967-02-14T00:00:00Z,markrutte,markrutte,112900.0,+2008-10-12T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
82,Bart Smals,VVD,3 juli 2019,12 oktober 2019,Q122841334,male,+1970-04-05T00:00:00Z,bsmals,bsmals,,+2009-02-26T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
83,N/A,VVD,31 maart 2021,benoemd na het aftreden van Arno Rutte,Q122841334,,,,,,,,2017_2021,,,,
84,Mark Snoeren,VVD,22 september 2020,31 maart 2021,Q122841334,male,+1974-08-25T00:00:00Z,,,,,,2017_2021,,,,
85,Ockje Tellegen,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1974-10-16T00:00:00Z,ockjetellegen,ockjetellegen,4914.0,+2011-09-29T00:00:00Z,+2020-04-30T00:00:00Z,2017_2021,,,,
86,Judith Tielen,VVD,31 oktober 2017,31 maart 2021,Q122841334,female,+1972-04-02T00:00:00Z,JudithTielenVVD,JudithTielenVVD,,+2010-01-19T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
87,Hayke Veldman,VVD,31 oktober 2017,31 maart 2021,Q122841334,male,+1969-11-05T00:00:00Z,HaykeVeldman,HaykeVeldman,3488.0,+2009-09-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
88,Barbara Visser,VVD,23 maart 2017,25 oktober 2017,Q122841334,female,+1977-08-16T00:00:00Z,barbara_visser1,barbara_visser1,,+2014-06-12T00:00:00Z,,2017_2021,,,,
89,Aukje de Vries,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1964-10-21T00:00:00Z,aukjedevries,aukjedevries,5966.0,+2009-01-03T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
90,Arne Weverling,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1974-08-30T00:00:00Z,,,,,,2017_2021,,,,
91,Dennis Wiersma,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1986-02-19T00:00:00Z,DennisWiersma,DennisWiersma,,+2008-03-22T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
92,Jeroen van Wijngaarden,VVD,20 februari 2019,31 maart 2021,Q122841334,male,+1978-03-29T00:00:00Z,vanwijngaardenj,vanwijngaardenj,1736.0,+2013-04-25T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
93,Martin Wörsdörfer,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1972-01-20T00:00:00Z,,,,,,2017_2021,,,,
94,Bas van 't Wout,VVD,23 maart 2017,1 juli 2020,Q122841334,male,+1979-04-22T00:00:00Z,bvantwout,bvantwout,4681.0,+2009-03-17T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
95,Dilan Yeşilgöz-Zegerius,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1977-06-18T00:00:00Z,DilanYesilgoz,DilanYesilgoz,22359.0,+2009-12-25T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
96,Erik Ziengs,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1960-09-27T00:00:00Z,erikziengs,erikziengs,7576.0,+2010-03-16T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
97,Halbe Zijlstra,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1969-01-21T00:00:00Z,HalbeZijlstra,HalbeZijlstra,28199.0,+2010-03-09T00:00:00Z,+2020-05-01T00:00:00Z,2017_2021,,,,
98,Roy van Aalst,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1983-03-28T00:00:00Z,rvanaalst,rvanaalst,1873.0,+2010-03-02T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
99,Fleur Agema,PVV,23 maart 2017,31 maart 2021,Q122841334,female,+1976-09-16T00:00:00Z,FleurAgemaPVV,FleurAgemaPVV,42824.0,+2010-01-15T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
100,Harm Beertema,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1952-03-09T00:00:00Z,harmbeertema,harmbeertema,11490.0,+2010-05-16T00:00:00Z,+2020-04-20T00:00:00Z,2017_2021,,,,
101,Martin Bosma,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1964-07-16T00:00:00Z,Martinbosma_pvv,Martinbosma_pvv,30265.0,+2014-08-07T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
102,Teun van Dijck,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1963-09-13T00:00:00Z,,,,,,2017_2021,,,,
103,Emiel van Dijk,PVV,3 april 2018,20 juli 2018,Q122841334,male,+1985-03-22T00:00:00Z,,,,,,2017_2021,,,,
104,N/A,PVV,31 maart 2021,benoemd na het aftreden van Karen Gerbrands,Q122841334,,,,,,,,2017_2021,,,,
105,Sietse Fritsma,PVV,23 maart 2017,31 oktober 2019,Q122841334,male,+1972-03-31T00:00:00Z,,,,,,2017_2021,,,,
106,N/A,PVV,31 maart 2021,,Q122841334,,,,,,,,2017_2021,,,,
107,Karen Gerbrands,PVV,23 maart 2017,11 december 2018,Q122841334,female,+1967-08-29T00:00:00Z,KarenGerbrands1,KarenGerbrands1,,+2011-12-05T00:00:00Z,+2020-02-29T00:00:00Z,2017_2021,,,,
108,Machiel de Graaf,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1969-06-26T00:00:00Z,GraafdeMachiel,GraafdeMachiel,,+2010-02-07T00:00:00Z,+2020-03-31T00:00:00Z,2017_2021,,,,
109,Dion Graus,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1967-03-19T00:00:00Z,RidderDionGraus,RidderDionGraus,,+2012-08-14T00:00:00Z,+2020-03-24T00:00:00Z,2017_2021,,,,
110,Lilian Helder,PVV,23 maart 2017,31 maart 2021,Q122841334,female,+1973-05-30T00:00:00Z,lilianhelderpvv,lilianhelderpvv,16255.0,+2010-11-06T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
111,Chris Jansen,PVV,27 november 2019,31 maart 2021,Q122841334,male,+1966-10-27T00:00:00Z,,,,,,2017_2021,,,,
112,Léon de Jong,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1982-08-31T00:00:00Z,leondejong,leondejong,11132.0,+2009-12-15T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
113,Alexander Kops,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1984-11-23T00:00:00Z,kopspvv,kopspvv,4178.0,+2014-06-21T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
114,Barry Madlener,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1969-01-06T00:00:00Z,,,,,,2017_2021,,,,
115,Vicky Maeijer,PVV,23 maart 2017,31 maart 2021,Q122841334,female,+1986-09-07T00:00:00Z,VickyMaeijer,VickyMaeijer,4830.0,+2011-12-14T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
116,Gidi Markuszower,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1977-10-27T00:00:00Z,gidimarkuszower,gidimarkuszower,4625.0,+2009-06-16T00:00:00Z,+2020-04-20T00:00:00Z,2017_2021,,,,
117,Edgar Mulder,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1961-11-22T00:00:00Z,edgarmulder1,edgarmulder1,2444.0,+2011-04-22T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
118,Gabriëlle Popken,PVV,23 maart 2017,31 maart 2018,Q122841334,female,+1983-08-21T00:00:00Z,gjfpopken,gjfpopken,2367.0,+2013-09-24T00:00:00Z,+2020-04-20T00:00:00Z,2017_2021,,,,
119,N/A,PVV,31 augustus 2020,N/A,Q122841334,,,,,,,,2017_2021,,,,
120,Raymond de Roon,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1952-09-01T00:00:00Z,r_deroonpvv,r_deroonpvv,1352.0,+2015-12-04T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
121,Henk de Vree,PVV,8 december 2020,30 maart 2021,Q122841334,male,+1954-01-29T00:00:00Z,,,,,,2017_2021,,,,
122,Danai van Weerdenburg,PVV,23 maart 2017,31 maart 2021,Q122841334,female,+1976-08-01T00:00:00Z,Danai_PVV,Danai_PVV,3073.0,+2015-04-20T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
123,Geert Wilders,PVV,23 maart 2017,31 maart 2021,Q122841334,male,+1963-09-06T00:00:00Z,geertwilderspvv,geertwilderspvv,950235.0,+2009-05-22T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
124,Mustafa Amhaouch,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1970-06-27T00:00:00Z,MustafaAmhaouch,MustafaAmhaouch,3718.0,+2012-07-01T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
125,Gerard van den Anker,CDA,12 januari 2021,31 maart 2021,Q122841334,male,+1972-03-18T00:00:00Z,,,,,,2017_2021,,,,
126,Joba van den Berg-Jansen,CDA,23 maart 2017,31 maart 2021,Q122841334,female,+1958-08-21T00:00:00Z,jobaCDA,jobaCDA,,,,2017_2021,,,,
127,Hanke Bruins Slot,CDA,23 maart 2017,4 juni 2019,Q122841334,female,+1977-10-20T00:00:00Z,HankeBruinsSlot,HankeBruinsSlot,5439.0,+2012-07-12T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
128,Chris van Dam,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1963-07-09T00:00:00Z,,,,,,2017_2021,,,,
129,Lenny Geluk-Poortvliet,CDA,31 oktober 2017,31 maart 2021,Q122841334,female,+1943-07-15T00:00:00Z,,,,,,2017_2021,,,,
130,Jaco Geurts,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1970-07-11T00:00:00Z,JacoGeurts,JacoGeurts,8308.0,+2010-04-14T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
131,Sybrand van Haersma Buma,CDA,23 maart 2017,29 mei 2019[5],Q122841334,male,+1965-07-30T00:00:00Z,sybrandbuma,sybrandbuma,82529.0,+2011-04-28T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
132,Pieter Heerma,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1977-08-05T00:00:00Z,PieterHeerma,PieterHeerma,6945.0,+2012-06-17T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
133,Martijn van Helvert,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1978-04-07T00:00:00Z,Martijncda,Martijncda,7804.0,+2009-12-15T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
134,Mona Keijzer,CDA,23 maart 2017,25 oktober 2017,Q122841334,female,+1968-10-09T00:00:00Z,MonaKeijzer,MonaKeijzer,41478.0,+2009-06-21T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
135,Raymond Knops,CDA,23 maart 2017,25 oktober 2017,Q122841334,male,+1971-11-10T00:00:00Z,RaymondKnops,RaymondKnops,12843.0,+2010-01-18T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
136,Anne Kuik,CDA,23 maart 2017,31 maart 2021,Q122841334,female,+1987-01-22T00:00:00Z,AnneKuik,AnneKuik,,,,2017_2021,,,,
137,Maurits von Martels,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1960-11-10T00:00:00Z,mvonmartels,mvonmartels,,+2011-01-03T00:00:00Z,+2020-12-25T00:00:00Z,2017_2021,,,,
138,Harry van der Molen,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1980-04-22T00:00:00Z,,,,,,2017_2021,,,,
139,Agnes Mulder,CDA,23 maart 2017,31 maart 2021,Q122841334,female,+1973-10-21T00:00:00Z,AgnesMulderCDA,AgnesMulderCDA,11226.0,+2012-04-13T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
140,Pieter Omtzigt,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1974-01-08T00:00:00Z,PieterOmtzigt,PieterOmtzigt,56426.0,+2009-01-20T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
141,Hilde Palland,CDA,29 mei 2019,31 maart 2021,Q122841334,female,+1979-09-13T00:00:00Z,Hilde_PM,Hilde_PM,,,,2017_2021,,,,
142,René Peters,CDA,23 maart 2017,31 maart 2021,Q122841334,male,+1981-06-15T00:00:00Z,,,,,,2017_2021,,,,
143,Wytske Postma,CDA,5 juni 2019,31 maart 2021,Q122841334,female,+1977-04-16T00:00:00Z,,,,,,2017_2021,,,,
144,Michel Rog,CDA,23 maart 2017,11 januari 2021,Q122841334,male,+1973-04-03T00:00:00Z,michelrog,michelrog,12117.0,+2009-04-20T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
145,Erik Ronnes,CDA,23 maart 2017,19 mei 2020,Q122841334,male,+1967-11-06T00:00:00Z,ErikRonnes,ErikRonnes,4029.0,+2009-04-11T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
146,Evert Jan Slootweg,CDA,31 oktober 2017,31 maart 2021,Q122841334,male,+1969-05-18T00:00:00Z,EJSlootweg,EJSlootweg,,,,2017_2021,,,,
147,Julius Terpstra,CDA,20 mei 2020,31 maart 2021,Q122841334,male,+1989-09-21T00:00:00Z,JHTerpstra,JHTerpstra,,+2010-01-14T00:00:00Z,+2020-12-27T00:00:00Z,2017_2021,,,,
148,Madeleine van Toorenburg,CDA,23 maart 2017,31 maart 2021,Q122841334,female,+1968-05-10T00:00:00Z,MvanToorenburg,MvanToorenburg,14070.0,+2010-03-04T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
149,Salima Belhaj,D66,23 maart 2017,31 maart 2021,Q122841334,female,+1978-10-18T00:00:00Z,SalimaBelhaj,SalimaBelhaj,3188.0,+2010-06-04T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
150,Vera Bergkamp,D66,23 maart 2017,31 maart 2021,Q122841334,female,+1971-06-01T00:00:00Z,Vera_Bergkamp,Vera_Bergkamp,19649.0,+2009-12-28T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
151,Marijke van Beukering-Huijbregts,D66,22 januari 2020,13 mei 2020,Q122841334,female,+1971-12-30T00:00:00Z,,,,,,2017_2021,,,,
152,N/A,D66,31 maart 2021,opvolger Den Boer,Q122841334,,,,,,,,2017_2021,,,,
153,Monica den Boer,D66,31 oktober 2017,19 mei 2020,Q122841334,female,+1963-01-12T00:00:00Z,,,,,,2017_2021,,,,
154,Achraf Bouali,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1974-06-11T00:00:00Z,achrafboualid66,achrafboualid66,,+2014-02-04T00:00:00Z,+2020-12-27T00:00:00Z,2017_2021,,,,
155,Antje Diertens,D66,23 maart 2017,31 maart 2021,Q122841334,female,+1958-02-28T00:00:00Z,,,,,,2017_2021,,,,
156,Pia Dijkstra,D66,23 maart 2017,31 maart 2021,Q122841334,female,+1954-12-09T00:00:00Z,piadijkstra,piadijkstra,34718.0,+2010-03-29T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
157,Jessica van Eijs,D66,23 maart 2017,31 maart 2021,Q122841334,female,+1981-08-08T00:00:00Z,jessicavaneijs,jessicavaneijs,4619.0,+2009-12-23T00:00:00Z,+2020-04-21T00:00:00Z,2017_2021,,,,
158,Ingrid van Engelshoven,D66,23 maart 2017,25 oktober 2017,Q122841334,female,+1966-07-12T00:00:00Z,ivanengelshoven,ivanengelshoven,16189.0,+2009-05-09T00:00:00Z,+2020-04-21T00:00:00Z,2017_2021,,,,
159,Tjeerd de Groot,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1968-04-10T00:00:00Z,,,,,,2017_2021,,,,
160,Maarten Groothuizen,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1976-09-14T00:00:00Z,,,,,,2017_2021,,,,
161,Rob Jetten,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1987-03-25T00:00:00Z,RobJetten,RobJetten,36026.0,+2009-04-26T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
162,Wouter Koolmees,D66,23 maart 2017,25 oktober 2017,Q122841334,male,+1977-03-20T00:00:00Z,wkoolmees,wkoolmees,16253.0,+2010-04-18T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
163,Paul van Meenen,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1956-01-29T00:00:00Z,Paul_van_Meenen,Paul_van_Meenen,13600.0,+2010-09-02T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
164,Jan Paternotte,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1984-02-26T00:00:00Z,,,,,,2017_2021,,,,
165,Alexander Pechtold,D66,23 maart 2017,9 oktober 2018,Q122841334,male,+1965-12-16T00:00:00Z,APechtold,APechtold,651408.0,+2008-10-12T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
166,Rens Raemakers,D66,23 maart 201713 mei 2020,14 januari 2020,Q122841334,male,+1991-03-27T00:00:00Z,RensRaemakers,RensRaemakers,,+2010-09-13T00:00:00Z,+2022-02-28T00:00:00Z,2017_2021,,,,
167,Rutger Schonis,D66,10 oktober 2018,31 maart 2021,Q122841334,male,+1976-08-10T00:00:00Z,rutgerschonis,rutgerschonis,2093.0,+2011-05-29T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
168,Matthijs Sienot,D66,31 oktober 2017,31 maart 2021,Q122841334,male,+1972-03-07T00:00:00Z,matthijssienot,matthijssienot,6095.0,+2009-03-31T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
169,Sjoerd Sjoerdsma,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1981-07-10T00:00:00Z,swsjoerdsma,swsjoerdsma,20090.0,+2009-03-26T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
170,Joost Sneller,D66,31 oktober 2017,31 maart 2021,Q122841334,male,+1982-07-24T00:00:00Z,,,,,,2017_2021,,,,
171,Stientje van Veldhoven,D66,23 maart 2017,25 oktober 2017,Q122841334,female,+1973-06-22T00:00:00Z,SvVeldhoven,SvVeldhoven,23766.0,+2009-03-20T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
172,Kees Verhoeven,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1976-04-25T00:00:00Z,KeesVee,KeesVee,24779.0,+2009-08-23T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
173,Steven van Weyenberg,D66,23 maart 2017,31 maart 2021,Q122841334,male,+1973-03-21T00:00:00Z,svanweyenberg,svanweyenberg,11582.0,+2010-03-25T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
174,Niels van den Berge,GroenLinks,5 juni 2019,31 maart 2021,Q122841334,male,+1984-12-28T00:00:00Z,Nielsvdberge,Nielsvdberge,,+2008-12-08T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
175,Laura Bromet,GroenLinks,7 juni 2018[8],31 maart 2021,Q122841334,female,+1970-01-17T00:00:00Z,LauraBromet,LauraBromet,8320.0,+2009-01-22T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
176,Kathalijne Buitenweg,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1970-03-27T00:00:00Z,kathalijne,kathalijne,,+2009-01-29T00:00:00Z,+2020-12-24T00:00:00Z,2017_2021,,,,
177,Isabelle Diks,GroenLinks,23 maart 2017,30 april 2020,Q122841334,female,+1965-07-25T00:00:00Z,IsabelleDiks,IsabelleDiks,4682.0,+2009-10-04T00:00:00Z,+2020-05-02T00:00:00Z,2017_2021,,,,
178,Corinne Ellemeet,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1976-04-26T00:00:00Z,CorinneEllemeet,CorinneEllemeet,7188.0,+2013-02-09T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
179,Rik Grashoff,GroenLinks,23 maart 2017,6 juni 2018,Q122841334,male,+1961-04-05T00:00:00Z,rikgrashoff,rikgrashoff,4872.0,+2010-11-22T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
180,Jesse Klaver,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,male,+1986-05-01T00:00:00Z,jesseklaver,jesseklaver,244184.0,+2008-11-16T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
181,Suzanne Kröger,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1976-06-06T00:00:00Z,suzanne_GL,suzanne_GL,,+2011-03-13T00:00:00Z,+2020-12-29T00:00:00Z,2017_2021,,,,
182,Tom van der Lee,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,male,+1964-07-09T00:00:00Z,TomvanderLee,TomvanderLee,,+2009-06-29T00:00:00Z,+2020-12-27T00:00:00Z,2017_2021,,,,
183,Tom van den Nieuwenhuijzen,GroenLinks,7 mei 2020,31 maart 2021,Q122841334,male,+1989-02-21T00:00:00Z,TomvdnN,TomvdnN,,+2009-03-31T00:00:00Z,+2020-12-28T00:00:00Z,2017_2021,,,,
184,Bram van Ojik,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,male,+1954-09-22T00:00:00Z,BramvanOjikGL,BramvanOjikGL,,+2012-07-27T00:00:00Z,+2020-03-14T00:00:00Z,2017_2021,,,,
185,Zihni Özdil,GroenLinks,23 maart 2017,4 juni 2019,Q122841334,male,+1981-09-08T00:00:00Z,ZihniOzdil,ZihniOzdil,,+2011-10-30T00:00:00Z,,2017_2021,,,,
186,Nevin Özütok,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1960-03-20T00:00:00Z,NevinOzutok,NevinOzutok,,+2010-06-29T00:00:00Z,+2020-12-30T00:00:00Z,2017_2021,,,,
187,Wim-Jan Renkema,GroenLinks,13 juni 2018,31 maart 2021,Q122841334,male,+1968-03-04T00:00:00Z,,,,,,2017_2021,,,,
188,Paul Smeulders,GroenLinks,7 juni 2018[9],31 maart 2021,Q122841334,male,+1987-07-15T00:00:00Z,PaulSmeulders,PaulSmeulders,,+2009-02-02T00:00:00Z,+2020-02-28T00:00:00Z,2017_2021,,,,
189,Bart Snels,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,male,+1966-01-06T00:00:00Z,bartsnels,bartsnels,,+2009-09-24T00:00:00Z,+2020-03-20T00:00:00Z,2017_2021,,,,
190,Liesbeth van Tongeren,GroenLinks,23 maart 2017,12 juni 2018,Q122841334,female,+1958-03-31T00:00:00Z,GroenLiesbeth,GroenLiesbeth,27366.0,+2009-05-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
191,Linda Voortman,GroenLinks,23 maart 2017,5 juni 2018[10],Q122841334,female,+1979-06-27T00:00:00Z,lindavoortman,lindavoortman,21965.0,+2009-03-01T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
192,Lisa Westerveld,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1981-11-16T00:00:00Z,Lisawesterveld,Lisawesterveld,,+2010-03-30T00:00:00Z,+2020-12-29T00:00:00Z,2017_2021,,,,
193,Mahir Alkaya,SP,18 januari 2018,31 maart 2021,Q122841334,male,+1988-07-06T00:00:00Z,mahiralkaya,mahiralkaya,,+2013-11-15T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
194,Sandra Beckerman,SP,23 maart 2017,31 maart 2021,Q122841334,female,+1983-03-31T00:00:00Z,sandrabeckerman,sandrabeckerman,8105.0,+2014-06-04T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
195,Jasper van Dijk,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1971-04-20T00:00:00Z,JaspervanDijkSP,JaspervanDijkSP,12236.0,+2012-03-07T00:00:00Z,+2020-05-02T00:00:00Z,2017_2021,,,,
196,Frank Futselaar,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1979-07-26T00:00:00Z,FrankFutselaar,FrankFutselaar,,+2010-04-17T00:00:00Z,+2021-03-22T00:00:00Z,2017_2021,,,,
197,Henk van Gerven,SP,3 april 2018,31 maart 2021,Q122841334,male,+1955-03-11T00:00:00Z,HenkvGerven,HenkvGerven,5927.0,+2012-10-08T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
198,Maarten Hijink,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1983-05-24T00:00:00Z,maartenhijink,maartenhijink,4952.0,+2010-06-16T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
199,Sadet Karabulut,SP,23 maart 2017,31 maart 2021,Q122841334,female,+1975-04-28T00:00:00Z,SadetKarabulut,SadetKarabulut,18496.0,+2011-04-27T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
200,Bart van Kent,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1983-12-18T00:00:00Z,bartvankent,bartvankent,3207.0,+2010-10-24T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
201,Nine Kooiman,SP,23 maart 2017,29 maart 2018,Q122841334,female,+1980-12-09T00:00:00Z,NineKooiman,NineKooiman,12279.0,+2010-01-29T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
202,Peter Kwint,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1984-12-19T00:00:00Z,peterkwint,peterkwint,12227.0,+2011-01-18T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
203,Cem Laçin,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1986-01-19T00:00:00Z,,,,,,2017_2021,,,,
